,gemma2-9B,gemma-7B,llama3.1-70B,llama3.1-8B,llama3-8B,llama2-7B,llama1-7B,mistral-7B,olmo-7B
kas_Deva,0.15711483983438657,0.10972008976024565,0.3900169204737733,0.22995323371734913,0.23995856830475312,0.04997926171712982,0.07001924927815206,0.1300512575992371,0.09998703151342239
wol_Latn,0.0968620614512966,0.07901263729774419,0.3200084602368866,0.20999201551271815,0.17999769823915296,0.2399419328079635,0.2398941289701636,0.20002384074383123,0.09000129684865776
kam_Latn,0.09784266724776641,0.09283099090586985,0.2800338409475465,0.19995437435838942,0.17999769823915296,0.2600580671920365,0.2398941289701636,0.1799976159256169,0.109972766178187
tso_Latn,0.15221181085203747,0.07109956300933033,0.3700296108291032,0.1600319379491274,0.14995971918517667,0.22003318125259227,0.1999518768046198,0.15997139110740258,0.08001556218389314
kon_Latn,0.08106341250817171,0.08987835124601394,0.2899746192893401,0.16995551499942965,0.2000230176084705,0.18996267109083367,0.1701154956689124,0.15997139110740258,0.11995850084295162
tum_Latn,0.16702985399869252,0.0810204322664462,0.3399957698815567,0.13003307859016766,0.14995971918517667,0.18996267109083367,0.1999518768046198,0.1300512575992371,0.07002982751912852
kik_Latn,0.0800828067117019,0.05043108539033896,0.3399957698815567,0.13995665564046994,0.14995971918517667,0.21007880547490668,0.2100577478344562,0.1499582786982954,0.15004538970302164
taq_Latn,0.06820658095445632,0.06720207865832054,0.30002115059221657,0.1600319379491274,0.1399470595005179,0.22998755703027787,0.1999518768046198,0.16998450351650973,0.07002982751912852
mos_Latn,0.048376552625844414,0.05137593008149285,0.26004653130287647,0.1799931561537584,0.15997237886983542,0.22003318125259227,0.2100577478344562,0.1799976159256169,0.09000129684865776
yor_Latn,0.14229679668773154,0.04842329042163695,0.3200084602368866,0.1600319379491274,0.15997237886983542,0.16009954375777685,0.14990375360923966,0.12003814519012994,0.05005835818959928
amh_Ethi,0.520701677925474,0.18483524270698004,0.25,0.04003650051328846,0.040050638738635055,0.030070510161758608,0.03994225216554379,0.04005244963642866,0.029957203994293864
sag_Latn,0.05338853780780127,0.07712294791543639,0.23001269035532995,0.19003079730808714,0.1900103579238117,0.14993778515138947,0.1701154956689124,0.11002503278102277,0.08001556218389314
cjk_Latn,0.06123338417955982,0.06720207865832054,0.21996615905245345,0.14999429679479867,0.1399470595005179,0.19991704686851927,0.1999518768046198,0.1499582786982954,0.09000129684865776
umb_Latn,0.051427326214861624,0.05633636471005078,0.2100253807106599,0.16995551499942965,0.15997237886983542,0.19991704686851927,0.1900866217516843,0.1300512575992371,0.07002982751912852
dyu_Latn,0.04053170625408586,0.05043108539033896,0.23001269035532995,0.14999429679479867,0.1399470595005179,0.13002903359601825,0.16000962463907603,0.12003814519012994,0.09998703151342239
kac_Latn,0.025713663107430812,0.037557576473367195,0.23001269035532995,0.13995665564046994,0.15997237886983542,0.13002903359601825,0.14990375360923966,0.13994516628918824,0.09998703151342239
kmb_Latn,0.05927217258662018,0.06519428368961852,0.2100253807106599,0.13003307859016766,0.12003682817355277,0.21007880547490668,0.17998075072184794,0.11002503278102277,0.07002982751912852
bam_Latn,0.05338853780780127,0.05539152001889689,0.19003807106598986,0.11999543743583894,0.10001150880423525,0.17005391953546248,0.1900866217516843,0.13994516628918824,0.05005835818959928
ayr_Latn,0.04151231205055568,0.05137593008149285,0.2100253807106599,0.11999543743583894,0.12003682817355277,0.13002903359601825,0.12006737247353223,0.12003814519012994,0.08001556218389314
lao_Laoo,0.18675092612769667,0.04747844573048305,0.23001269035532995,0.07995893692255046,0.10001150880423525,0.04002488593944421,0.05004812319538017,0.04994635832637978,0.11995850084295162
dik_Latn,0.0553497494007409,0.06519428368961852,0.19003807106598986,0.07003535987224821,0.07998618943491771,0.17005391953546248,0.1701154956689124,0.12003814519012994,0.07002982751912852
ewe_Latn,0.04445412943996514,0.03850242116452108,0.19003807106598986,0.0899965780768792,0.08999884911957648,0.18996267109083367,0.17998075072184794,0.10001192037191561,0.05005835818959928
knc_Latn,0.05731096099368054,0.06625723396716664,0.1600042301184433,0.0899965780768792,0.08999884911957648,0.13998340937370385,0.14003849855630413,0.10001192037191561,0.07002982751912852
kab_Latn,0.048376552625844414,0.025747017833943547,0.17999153976311336,0.10003421923120794,0.08999884911957648,0.13002903359601825,0.14003849855630413,0.1300512575992371,0.05005835818959928
sat_Olck,0.2124645892351275,0.024684067556395416,0.3399957698815567,0.05999771871791947,0.059960870065600184,0.009954375777685607,0.01010587102983638,0.010013112409107164,0.009985734664764621
gaz_Latn,0.0553497494007409,0.03058934687610724,0.2100253807106599,0.07003535987224821,0.06997352975025894,0.09995852343425964,0.10009624639076034,0.08999880796280844,0.039942938659058486
bod_Tibt,0.07310960993680542,0.008857918979567734,0.23001269035532995,0.0899965780768792,0.08999884911957648,0.019908751555371213,0.019971126082771896,0.02002622481821433,0.019971469329529243
fon_Latn,0.02767487470037045,0.021731427896539507,0.14995769881556684,0.07003535987224821,0.06997352975025894,0.07009539610120281,0.08999037536092397,0.05995947073548694,0.09000129684865776
shn_Mymr,0.021791239921551537,0.011810558639423645,0.21996615905245345,0.07003535987224821,0.06997352975025894,0.030070510161758608,0.03994225216554379,0.04005244963642866,0.09000129684865776
kbp_Latn,0.034539115275659185,0.017833943545529703,0.14995769881556684,0.05999771871791947,0.049948210380941424,0.07009539610120281,0.059913378248315684,0.08999880796280844,0.07002982751912852
mni_Beng,0.034539115275659185,0.023739222865241525,0.1299703891708968,0.05999771871791947,0.06997352975025894,0.030070510161758608,0.03994225216554379,0.08999880796280844,0.019971469329529243
ace_Arab,0.03061669208977991,0.021731427896539507,0.1600042301184433,0.07995893692255046,0.07998618943491771,0.009954375777685607,0.01010587102983638,0.04005244963642866,0.009985734664764621
knc_Arab,0.008934408367836131,0.010865713948269753,0.14001692047377326,0.049960077563590735,0.049948210380941424,0.04002488593944421,0.05004812319538017,0.05995947073548694,0.07002982751912852
bjn_Arab,0.02963608629331009,0.026691862525097435,0.12002961082910323,0.05999771871791947,0.08999884911957648,0.019908751555371213,0.019971126082771896,0.05995947073548694,0.009985734664764621
nus_Latn,0.016779254739594684,0.018778788236683597,0.07000846023688663,0.04003650051328846,0.040050638738635055,0.05993363749481542,0.059913378248315684,0.04994635832637978,0.0600440928543639
min_Arab,0.019721072129004143,0.014763198299279556,0.14001692047377326,0.05999771871791947,0.049948210380941424,0.019908751555371213,0.01010587102983638,0.030039337227321494,0.009985734664764621
tir_Ethi,0.1106994988014818,0.021731427896539507,0.05002115059221658,0.019961218204631002,0.020025319369317528,0.030070510161758608,0.030076997112608278,0.02002622481821433,0.029957203994293864
dzo_Tibt,0.014818043146655045,0.0020077949687020195,0.0799492385786802,0.029998859358959736,0.040050638738635055,0.009954375777685607,0.0,0.010013112409107164,0.009985734664764621
taq_Tfng,0.0029418173894094576,0.0020077949687020195,0.0399746192893401,0.010037641154328734,0.010012659684658764,0.009954375777685607,0.01010587102983638,0.010013112409107164,0.039942938659058486
zgh_Tfng,0.0049030289823490955,0.0038974843510098025,0.01998730964467005,0.010037641154328734,0.010012659684658764,0.009954375777685607,0.01010587102983638,0.010013112409107164,0.009985734664764621
